22 22 30 54 260 54 30 22 20 0 60.0 60.0 720 760 962.0810776644554 3
22 22 30 54 258 54 30 22 20 0 63.0 60.0 720 760 960.0255204941169 3
22 22 30 54 254 54 30 22 20 0 66.0 60.0 720 760 957.9749474803607 3
22 22 30 54 252 54 30 22 20 0 69.0 60.0 720 760 955.9293906978695 3
22 22 30 54 248 54 30 22 20 0 72.0 60.0 720 760 953.8888824176536 3
22 22 30 54 246 54 30 22 20 0 75.0 60.0 720 760 951.8534551074551 3
22 22 30 54 242 54 30 22 20 0 78.0 60.0 720 760 949.82314143213 3
22 22 30 54 240 54 30 22 20 0 81.0 60.0 720 760 947.7979742540074 3
22 22 30 54 236 54 30 22 20 0 84.0 60.0 720 760 945.7779866332266 3
22 22 30 54 234 54 30 22 20 0 87.0 60.0 720 760 943.7632118280517 3
22 22 30 54 230 54 30 22 20 0 90.0 60.0 720 760 941.7536832951598 3
22 22 30 54 228 54 30 22 20 0 93.0 60.0 720 760 939.749434689907 3
22 22 30 54 224 54 30 22 20 0 96.0 60.0 720 760 937.750499866569 3
22 22 30 54 222 54 30 22 20 0 99.0 60.0 720 760 935.7569128785532 3
22 22 30 54 218 54 30 22 20 0 102.0 60.0 720 760 933.7687079785873 3
22 22 30 54 216 54 30 22 20 0 105.0 60.0 720 760 931.785919618879 3
22 22 30 54 212 54 30 22 20 0 108.0 60.0 720 760 929.8085824512484 3
22 22 30 54 210 54 30 22 20 0 111.0 60.0 720 760 927.836731327231 3
22 22 30 54 206 54 30 22 20 0 114.0 60.0 720 760 925.8704012981515 3
22 22 30 54 204 54 30 22 20 0 117.0 60.0 720 760 923.9096276151688 3
22 22 30 54 200 54 30 22 20 0 120.0 60.0 720 760 921.9544457292886 3
22 22 30 54 198 54 30 22 20 0 123.0 60.0 720 760 920.0048912913453 3
22 22 30 54 194 54 30 22 20 0 126.0 60.0 720 760 918.0610001519507 3
22 22 30 54 192 54 30 22 20 0 129.0 60.0 720 760 916.1228083614118 3
22 22 30 54 188 54 30 22 20 0 132.0 60.0 720 760 914.1903521696124 3
22 22 30 54 186 54 30 22 20 0 135.0 60.0 720 760 912.263668025862 3
22 22 30 54 182 54 30 22 20 0 138.0 60.0 720 760 910.3427925787076 3
22 22 30 54 180 54 30 22 20 0 141.0 60.0 720 760 908.4277626757122 3
22 22 30 54 176 54 30 22 20 0 144.0 60.0 720 760 906.5186153631927 3
22 22 30 54 174 54 30 22 20 0 147.0 60.0 720 760 904.6153878859235 3
22 22 30 54 170 54 30 22 20 0 150.0 60.0 720 760 902.7181176868004 3
22 22 30 54 168 96 30 22 20 0 153.0 60.0 720 760 900.8268424064638 3
22 22 30 54 164 92 30 22 20 0 156.0 60.0 720 760 898.9415998828846 3
22 22 30 54 162 88 30 22 20 0 159.0 60.0 720 760 897.0624281509064 3
22 22 30 54 158 86 30 22 20 0 162.0 60.0 720 760 895.1893654417484 3
22 22 30 54 156 82 30 22 20 0 165.0 60.0 720 760 893.3224501824635 3
22 22 30 54 152 78 30 22 20 0 168.0 60.0 720 760 891.4617209953549 3
22 22 30 54 150 76 30 22 20 0 171.0 60.0 720 760 889.6072166973466 3
22 22 30 54 146 72 30 22 20 0 174.0 60.0 720 760 887.7589762993106 3
22 22 30 54 144 70 30 22 20 0 177.0 60.0 720 760 885.9170390053462 2
22 24 32 68 142 68 26 22 20 5 179.98858409427524 60.26146722824298 720 760 883.8814080825986 2
22 26 38 98 140 68 24 20 20 10 182.94300735331186 60.78241176124377 720 760 881.6662912083731 2
24 28 44 136 72 70 22 20 20 15 185.84078483217905 61.55886889655133 720 760 879.2872572520128 2
26 32 54 132 56 70 20 18 20 20 188.65986269453677 62.58492932652834 720 760 876.7611546563134 2
28 36 70 130 54 72 18 18 18 25 191.3787860556467 63.85278411175044 720 760 874.1060198974509 2
30 42 98 128 54 76 16 16 18 30 193.97686226700003 65.35278411175044 720 760 871.3409757217704 2
34 52 126 60 54 82 14 14 16 35 196.434318399867 67.07351342080358 720 760 868.486118917511 2
38 64 122 44 54 90 12 12 16 40 198.73245172922395 69.0018762498632 720 760 865.5623974656219 2
46 82 120 44 56 98 90 10 14 45 200.85377207278358 71.12319659342285 720 760 862.5914770287968 3
48 88 118 42 54 94 88 8 10 45 202.97509241634322 73.24451693698249 720 760 859.6207585784603 3
52 94 116 38 50 92 86 14 8 45 205.09641275990285 75.36583728054214 720 760 856.6502442159772 3
54 98 114 36 48 86 84 20 12 45 207.21773310346248 77.48715762410178 720 760 853.6799360718157 2
62 118 32 36 50 86 82 20 12 50 209.1460959325221 79.78529095345871 720 760 850.6842902653456 2
74 112 30 36 52 80 80 22 14 55 210.8668252415752 82.24274708632569 720 760 847.6859580744999 2
90 28 30 36 56 76 78 22 16 60 212.3668252415752 84.84082329767901 720 760 844.7078512720675 2
114 28 30 36 64 74 78 22 16 65 213.6346800267973 87.55974665878895 720 760 841.7729691461683 2
28 26 28 38 76 70 78 20 16 70 214.6607404567743 90.37882452114668 720 760 838.9042173486655 2
26 26 30 42 70 68 78 20 16 75 215.43719759208187 93.2766020000139 720 760 836.124219846776 2
26 26 30 46 66 66 28 20 18 80 215.95814212508267 96.23102525905053 720 760 833.4551255578489 2
24 26 32 52 62 64 26 20 18 85 216.21960935332564 99.21960935332577 720 760 830.9184115563256 3
24 26 32 52 60 62 76 20 18 85 216.4810765815686 102.208193447601 720 760 828.3847940467792 3
24 26 32 52 56 58 72 20 18 85 216.74254380981156 105.19677754187624 720 760 825.8543015281585 3
24 26 32 50 54 56 68 20 18 85 217.00401103805453 108.18536163615148 720 760 823.3269628144096 3
24 24 30 50 50 52 64 110 18 85 217.2654782662975 111.17394573042672 720 760 820.8028070382301 2
24 26 34 50 46 50 66 120 18 90 217.2654782662975 114.17394573042672 720 760 818.4334375599645 2
24 26 36 46 44 50 68 186 18 95 217.00401103805453 117.16252982470196 720 760 816.2383095476362 2
24 28 42 42 42 48 118 182 18 100 216.48306650505373 120.1169530837386 720 760 814.2356022964069 2
26 32 44 38 40 48 112 178 18 105 215.70660936974616 123.01473056260579 720 760 812.4420332021156 2
28 36 38 36 38 48 106 176 18 110 214.68054893976915 125.83380842496352 720 760 810.8726818413596 2
30 40 34 32 36 48 100 174 22 115 213.41269415454707 128.55273178607348 720 760 809.540827246276 2
34 38 30 30 34 48 112 86 24 120 211.91269415454707 131.1508079974268 720 760 808.4578013994176 2
38 32 28 28 34 50 174 64 24 125 210.19196484549394 133.60826413029378 720 760 807.6328618091032 2
38 28 26 26 32 54 170 54 26 130 208.26360201643433 135.90639745965072 720 760 807.0730857567893 2
32 24 22 24 32 94 168 48 26 135 206.1422816728747 138.02771780321035 720 760 806.783288439617 2
28 22 22 24 32 88 166 44 28 140 203.84414834351776 139.95608063226996 720 760 806.7659667735896 2
24 20 20 22 32 86 126 42 28 145 201.38669221065078 141.67680994132309 720 760 807.0212700917796 2
20 18 18 22 34 162 90 40 28 150 198.78861599929746 143.17680994132309 720 760 807.5469983883851 2
18 16 18 22 38 158 72 38 28 155 196.06969263818752 144.44466472654517 720 760 808.3386281477948 2
16 16 18 22 78 154 62 36 28 160 193.2506147758298 145.47072515652218 720 760 809.3893651844531 2
16 14 16 24 74 152 54 34 28 165 190.3528372969626 146.24718229182974 720 760 810.6902233307715 2
14 14 18 26 78 124 48 32 28 170 187.398414037926 146.76812682483055 720 760 812.2301272713563 2
14 14 18 74 146 90 44 32 28 175 184.40982994365075 147.0295940530735 720 760 813.9960373538246 2
14 16 20 68 142 72 40 30 28 180 181.40982994365075 147.0295940530735 720 760 815.9730938260569 2
